DATE,STATION_AREA,DESCRIPTION,MONTH,DAY_OF_WEEK,DAY,HOUR,EVENT,TEMPERATURE,PRECIPITATION,WIND_SPEED,CLOUD_COVER,COUNT
01/01/2013,Rathfarnham,S/S OTHER,1,1,1,1,,39,0,20.6,55.3,2129
01/01/2013,Tallaght,Fire CAR,1,1,1,1,,39,0,20.6,55.3,6525
01/01/2013,North Strand,S/S RTA,1,1,1,3,,39,0,20.6,55.3,1645
01/01/2013,Tallaght,Fire CAR,1,1,1,4,,39,0,20.6,55.3,6525
01/01/2013,Finglas,Fire DOM PER,1,1,1,4,,39,0,20.6,55.3,3030
01/01/2013,Tallaght,S/S OTHER,1,1,1,4,,39,0,20.6,55.3,6525
01/01/2013,Dun Laoghaire,Fire ALARM,1,1,1,5,,39,0,20.6,55.3,3271
01/01/2013,Tara St,Fire ALARM,1,1,1,5,,39,0,20.6,55.3,3600
01/01/2013,Balbriggan,Fire ALARM,1,1,1,5,,39,0,20.6,55.3,688
01/01/2013,Kilbarrack,Fire ALARM,1,1,1,6,,39,0,20.6,55.3,3548
01/01/2013,Dolphins Barn,S/S GRDASS,1,1,1,6,,39,0,20.6,55.3,4018
01/01/2013,Tara St,Fire HIGHRISE,1,1,1,7,,39,0,20.6,55.3,3600
01/01/2013,Blanchardstown,Fire CAR,1,1,1,8,,39,0,20.6,55.3,2089
01/01/2013,Kilbarrack,Fire CAR,1,1,1,9,,39,0,20.6,55.3,3548
01/01/2013,Balbriggan,Fire CAR,1,1,1,12,,39,0,20.6,55.3,688
01/01/2013,Dun Laoghaire,Fire CHIMNEY,1,1,1,12,,39,0,20.6,55.3,3271
01/01/2013,Tallaght,S/S RTA,1,1,1,13,,39,0,20.6,55.3,6525
01/01/2013,Kilbarrack,S/S OTHER,1,1,1,14,,39,0,20.6,55.3,3548
01/01/2013,Tallaght,Fire DOMESTIC,1,1,1,15,,39,0,20.6,55.3,6525
01/01/2013,Tallaght,Fire DOMESTIC,1,1,1,15,,39,0,20.6,55.3,6525
01/01/2013,Tallaght,Fire FIRE,1,1,1,16,,39,0,20.6,55.3,6525
01/01/2013,Balbriggan,Fire ALARM,1,1,1,16,,39,0,20.6,55.3,688
